formattedAddress,addressLine1,city,state,zipCode,price,lastSeen,createdDate,rawAddress,county,propertyType,listedDate,status,removedDate,daysOnMarket,id,latitude,longitude,bathrooms,bedrooms,addressLine2,squareFootage,yearBuilt,lotSize
"5105 S Harper Ave, Unit 1114, Chicago, IL 60615",5105 S Harper Ave,Chicago,IL,60615,4172,2022-07-27T03:33:15.464Z,2022-06-12T03:56:17.893Z,,Cook County,Apartment,2022-06-12T03:56:17.893Z,Inactive,2022-08-12T04:40:10.035Z,62,"5105-S-Harper-Ave,-Unit-1114,-Chicago,-IL-60615",41.801936,-87.588401,2,3,Unit 1114,1265,,
"5120 S Hyde Park Blvd, Chicago, IL 60615",5120 S Hyde Park Blvd,Chicago,IL,60615,1145,2022-11-16T03:43:57.834Z,2021-06-17T03:05:54.983Z,,Cook County,Apartment,2022-10-04T02:26:26.000Z,Active,,44,"5120-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.801897,-87.58515,1,0,,,1900,
"5300 S Shore Dr, Apt 74, Chicago, IL 60615",5300 S Shore Dr,Chicago,IL,60615,2200,2022-11-16T03:39:55.661Z,2022-10-18T02:25:01.656Z,,Cook County,Condo,2022-10-17T21:27:55.000Z,Active,,30,"5300-S-Shore-Dr,-Apt-74,-Chicago,-IL-60615",41.799289,-87.582913,2,2,Apt 74,1300,1920,
"5140 S Hyde Park Blvd, Apt 12G, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2205,2022-11-16T03:27:42.242Z,2020-03-09T21:03:04.450Z,,Cook County,Apartment,2022-10-28T17:13:38.000Z,Active,,19,"5140-S-Hyde-Park-Blvd,-Apt-12G,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Apt 12G,932,1990,
"5140 S Hyde Park Blvd, Apt 8H, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2325,2022-11-16T03:27:42.242Z,2022-08-11T02:14:09.724Z,,Cook County,Apartment,2022-10-28T17:25:11.000Z,Active,,19,"5140-S-Hyde-Park-Blvd,-Apt-8H,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Apt 8H,960,1990,
"5140 S Hyde Park Blvd, Apt 9C, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2205,2022-11-16T03:27:42.241Z,2022-06-04T03:13:05.344Z,,Cook County,Apartment,2022-10-28T17:25:11.000Z,Active,,19,"5140-S-Hyde-Park-Blvd,-Apt-9C,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Apt 9C,844,,
"5140 S Hyde Park Blvd, Apt 5D, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,1805,2022-11-16T03:27:42.241Z,2022-10-29T02:29:17.859Z,,Cook County,Apartment,2022-10-28T17:17:03.000Z,Active,,19,"5140-S-Hyde-Park-Blvd,-Apt-5D,-Chicago,-IL-60615",41.801148,-87.585418,2,1,Apt 5D,844,,
"5140 S Hyde Park Blvd, Apt 21F, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2045,2022-11-16T03:27:42.241Z,2022-10-29T02:29:17.858Z,,Cook County,Apartment,2022-10-28T17:22:05.000Z,Active,,19,"5140-S-Hyde-Park-Blvd,-Apt-21F,-Chicago,-IL-60615",41.801175,-87.58543,2,1,Apt 21F,844,,
"5140 S Hyde Park Blvd, Apt 9D, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2405,2022-11-16T03:08:51.487Z,2022-11-08T02:00:28.029Z,,Cook County,Apartment,2022-11-07T19:13:05.000Z,Active,,9,"5140-S-Hyde-Park-Blvd,-Apt-9D,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Apt 9D,960,1990,
"5140 S Hyde Park Blvd, Apt 10H, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2405,2022-11-14T03:45:29.281Z,2022-09-27T02:12:17.352Z,,Cook County,Apartment,2022-09-26T17:42:53.000Z,Active,,49,"5140-S-Hyde-Park-Blvd,-Apt-10H,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Apt 10H,960,1990,
"5120 S Hyde Park Blvd, Apt 212, Chicago, IL 60615",5120 S Hyde Park Blvd,Chicago,IL,60615,1050,2022-11-11T03:26:55.033Z,2022-11-06T00:26:14.352Z,,Cook County,Apartment,2022-10-22T21:49:49.000Z,Active,,20,"5120-S-Hyde-Park-Blvd,-Apt-212,-Chicago,-IL-60615",41.801774,-87.585197,1,,Apt 212,,,
"5120 S Hyde Park Blvd, Apt 401, Chicago, IL 60615",5120 S Hyde Park Blvd,Chicago,IL,60615,1050,2022-11-05T03:35:46.390Z,2022-10-16T01:12:47.033Z,,Cook County,Apartment,2022-10-15T09:02:45.000Z,Inactive,2022-11-12T03:48:53.949Z,28,"5120-S-Hyde-Park-Blvd,-Apt-401,-Chicago,-IL-60615",41.801774,-87.585197,1,,Apt 401,,,
"5140 S Hyde Park Blvd, Unit 16, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2970,2022-11-03T03:42:42.752Z,2019-11-06T15:38:27.242Z,,Cook County,Apartment,2022-09-20T20:25:11.000Z,Inactive,2022-11-10T03:49:28.677Z,51,"5140-S-Hyde-Park-Blvd,-Unit-16,-Chicago,-IL-60615",41.801148,-87.585418,2,3,Unit 16,1188,1990,
"5300 S Hyde Park Blvd, Apt 205, Chicago, IL 60615",5300 S Hyde Park Blvd,Chicago,IL,60615,1150,2022-10-31T01:50:20.997Z,2022-10-25T01:09:31.954Z,,Cook County,Apartment,2022-10-30T21:46:05.000Z,Inactive,2022-11-07T03:46:26.085Z,8,"5300-S-Hyde-Park-Blvd,-Apt-205,-Chicago,-IL-60615",41.799355,-87.58447,1,1,Apt 205,,,
"5242 S Hyde Park Blvd, Apt 301, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1300,2022-10-22T03:43:28.236Z,2022-10-22T03:43:28.236Z,,Cook County,Apartment,2022-09-16T22:17:46.000Z,Inactive,2022-10-29T03:44:38.672Z,43,"5242-S-Hyde-Park-Blvd,-Apt-301,-Chicago,-IL-60615",41.799922,-87.584519,1,,Apt 301,,,
"5120 S Hyde Park Blvd, Apt 214, Chicago, IL 60615",5120 S Hyde Park Blvd,Chicago,IL,60615,1400,2022-10-14T03:26:26.862Z,2022-09-25T02:15:35.606Z,,Cook County,Apartment,2022-10-03T08:49:22.000Z,Inactive,2022-10-21T03:47:08.087Z,18,"5120-S-Hyde-Park-Blvd,-Apt-214,-Chicago,-IL-60615",41.801774,-87.585197,1,2,Apt 214,,,
"5300 S Shore Dr, Apt 62, Chicago, IL 60615",5300 S Shore Dr,Chicago,IL,60615,2850,2022-10-03T03:30:37.157Z,2022-05-19T03:07:14.778Z,,Cook County,Apartment,2022-07-18T20:43:26.000Z,Inactive,2022-10-10T03:44:59.162Z,84,"5300-S-Shore-Dr,-Apt-62,-Chicago,-IL-60615",41.799289,-87.582913,3,3,Apt 62,2400,1917,
"5140 S Hyde Park Blvd, Unit 112, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2205,2022-10-03T03:29:17.252Z,2019-08-07T12:22:47.334Z,,Cook County,Apartment,2022-08-24T21:24:59.000Z,Inactive,2022-10-10T03:44:59.162Z,47,"5140-S-Hyde-Park-Blvd,-Unit-112,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Unit 112,932,1990,
"5140 S Hyde Park Blvd, Unit 113, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2255,2022-09-25T03:26:07.203Z,2022-02-28T03:41:37.605Z,,Cook County,Apartment,2022-08-24T21:24:59.000Z,Inactive,2022-10-02T03:30:36.558Z,39,"5140-S-Hyde-Park-Blvd,-Unit-113,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Unit 113,960,1990,
"5242 S Hyde Park Blvd, Apt 812, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1550,2022-09-20T02:54:45.944Z,2022-09-17T00:34:44.158Z,,Cook County,Apartment,2022-09-16T22:17:46.000Z,Inactive,2022-09-27T03:30:10.113Z,11,"5242-S-Hyde-Park-Blvd,-Apt-812,-Chicago,-IL-60615",41.799922,-87.584519,1,1,Apt 812,,,
"5140 S Hyde Park Blvd, Apt 12E, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2295,2022-09-19T03:25:50.125Z,2022-06-29T03:40:47.217Z,,Cook County,Apartment,2022-06-27T21:40:34.000Z,Inactive,2022-09-26T03:26:06.716Z,91,"5140-S-Hyde-Park-Blvd,-Apt-12E,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Apt 12E,886,,
"5140 S Hyde Park Blvd, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2205,2022-09-08T03:25:43.366Z,2020-05-17T18:36:40.247Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5140-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.80134,-87.58525,,,,,1990,
"5307 S Hyde Park Blvd, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1680,2022-09-08T03:25:26.929Z,2019-11-07T10:05:45.013Z,,Cook County,Apartment,2021-10-01T14:15:32.000Z,Inactive,2022-09-15T03:28:22.874Z,349,"5307-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.7993,-87.58363,1,,,,1918,
"5307 S Hyde Park Blvd, Apt 1012, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1775,2022-09-07T03:24:51.474Z,2022-08-05T09:32:03.767Z,,Cook County,Apartment,2022-08-05T09:32:03.767Z,Inactive,2022-09-14T03:28:09.920Z,40,"5307-S-Hyde-Park-Blvd,-Apt-1012,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 1012,610,,
"5120 S Hyde Park Blvd, # 5120-401, Chicago, IL 60615",5120 S Hyde Park Blvd,Chicago,IL,60615,1210,2022-09-07T03:24:51.434Z,2022-09-07T03:24:51.434Z,,Cook County,Apartment,2022-09-07T03:24:51.434Z,Inactive,2022-09-14T03:28:09.920Z,8,"5120-S-Hyde-Park-Blvd,---5120-401,-Chicago,-IL-60615",41.801774,-87.585197,1,,# 5120-401,385,,
"5300 S Hyde Park Blvd, Apt 405, Chicago, IL 60615",5300 S Hyde Park Blvd,Chicago,IL,60615,1150,2022-09-03T02:11:40.051Z,2022-09-02T00:10:09.884Z,,Cook County,Apartment,2022-09-01T21:10:42.000Z,Inactive,2022-09-10T03:27:10.663Z,9,"5300-S-Hyde-Park-Blvd,-Apt-405,-Chicago,-IL-60615",41.799355,-87.58447,1,1,Apt 405,,,
"5140 S Hyde Park Blvd, Apt 5C, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2115,2022-09-01T03:18:58.888Z,2022-08-06T00:05:12.984Z,,Cook County,Apartment,2022-08-02T02:02:26.000Z,Inactive,2022-09-08T03:26:27.399Z,38,"5140-S-Hyde-Park-Blvd,-Apt-5C,-Chicago,-IL-60615",41.801148,-87.585418,2,2,Apt 5C,844,,
"5140 S Hyde Park Blvd, Apt 18J, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,1805,2022-09-01T03:18:58.887Z,2022-08-05T09:47:40.769Z,,Cook County,Apartment,2022-08-02T02:02:26.000Z,Inactive,2022-09-08T03:26:27.399Z,38,"5140-S-Hyde-Park-Blvd,-Apt-18J,-Chicago,-IL-60615",41.801148,-87.585418,1,1,Apt 18J,542,1990,
"5242 S Hyde Park Blvd, Apt 409, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1475,2022-08-25T03:19:17.603Z,2022-07-10T03:19:01.940Z,,Cook County,Apartment,2022-07-25T08:18:35.000Z,Inactive,2022-09-01T03:25:01.284Z,38,"5242-S-Hyde-Park-Blvd,-Apt-409,-Chicago,-IL-60615",41.799922,-87.584519,1,,Apt 409,682,,
"5140 S Hyde Park Blvd, Apt 12B, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,3264,2022-08-20T03:16:18.111Z,2022-06-14T03:21:02.569Z,,Cook County,Apartment,2022-08-02T02:07:39.000Z,Inactive,2022-08-27T03:23:07.915Z,26,"5140-S-Hyde-Park-Blvd,-Apt-12B,-Chicago,-IL-60615",41.801717,-87.584929,2,3,Apt 12B,1188,1990,
"5120 S Hyde Park Blvd, Apt 10, Chicago, IL 60615",5120 S Hyde Park Blvd,Chicago,IL,60615,1200,2022-08-12T00:26:00.130Z,2022-08-12T00:26:00.130Z,,Cook County,Apartment,2022-08-11T21:11:07.000Z,Inactive,2022-08-19T03:23:06.977Z,8,"5120-S-Hyde-Park-Blvd,-Apt-10,-Chicago,-IL-60615",41.801774,-87.585197,1,1,Apt 10,,,
"5242 S Hyde Park Blvd, Apt 203, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1265,2022-08-10T03:04:46.475Z,2022-06-26T04:39:53.645Z,,Cook County,Apartment,2022-07-25T08:18:35.000Z,Inactive,2022-08-17T03:23:17.706Z,23,"5242-S-Hyde-Park-Blvd,-Apt-203,-Chicago,-IL-60615",41.799922,-87.584519,1,,Apt 203,398,,
"5140 S Hyde Park Blvd, Apt 9H, Chicago, IL 60615",5140 S Hyde Park Blvd,Chicago,IL,60615,2495,2022-08-08T03:01:50.818Z,2022-08-07T02:48:26.978Z,,Cook County,Apartment,2022-08-02T02:02:26.000Z,Inactive,2022-08-15T03:22:24.358Z,14,"5140-S-Hyde-Park-Blvd,-Apt-9H,-Chicago,-IL-60615",41.801717,-87.584929,2,2,Apt 9H,960,1990,
"5307 S Hyde Park Blvd, Apt 914, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,2155,2022-08-06T09:49:24.853Z,2022-05-12T03:06:53.450Z,,Cook County,Apartment,2022-05-12T03:06:53.450Z,Inactive,2022-08-14T03:23:48.545Z,95,"5307-S-Hyde-Park-Blvd,-Apt-914,-Chicago,-IL-60615",41.799327,-87.583625,1,2,Apt 914,822,,
"5307 S Hyde Park Blvd, Apt 703, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,2150,2022-08-06T09:49:24.852Z,2022-03-12T03:00:17.303Z,,Cook County,Apartment,2022-03-12T03:00:17.303Z,Inactive,2022-08-14T03:23:48.545Z,156,"5307-S-Hyde-Park-Blvd,-Apt-703,-Chicago,-IL-60615",41.799327,-87.583625,1,2,Apt 703,823,,
"5307 S Hyde Park Blvd, Apt 803, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,2130,2022-08-06T09:49:24.851Z,2022-06-12T02:53:43.683Z,,Cook County,Apartment,2022-06-12T02:53:43.683Z,Inactive,2022-08-14T03:23:48.545Z,64,"5307-S-Hyde-Park-Blvd,-Apt-803,-Chicago,-IL-60615",41.799327,-87.583625,1,2,Apt 803,823,,
"5307 S Hyde Park Blvd, Apt 417, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1500,2022-08-06T09:46:10.244Z,2022-08-05T09:37:58.574Z,,Cook County,Apartment,2022-08-05T09:37:58.574Z,Inactive,2022-08-14T03:23:48.545Z,9,"5307-S-Hyde-Park-Blvd,-Apt-417,-Chicago,-IL-60615",41.799327,-87.583625,1,,Apt 417,468,,
"5242 S Hyde Park Blvd, Apt 615, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1275,2022-08-06T09:46:10.228Z,2022-03-22T03:22:20.759Z,,Cook County,Apartment,2022-03-22T03:22:20.759Z,Inactive,2022-08-14T03:23:48.545Z,146,"5242-S-Hyde-Park-Blvd,-Apt-615,-Chicago,-IL-60615",41.799922,-87.584519,1,,Apt 615,410,,
"5307 S Hyde Park Blvd, Apt 1105, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1985,2022-08-06T09:40:32.215Z,2022-06-12T03:05:10.079Z,,Cook County,Apartment,2022-06-12T03:05:10.079Z,Inactive,2022-08-14T03:23:48.545Z,64,"5307-S-Hyde-Park-Blvd,-Apt-1105,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 1105,730,,
"5307 S Hyde Park Blvd, Apt 320, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1750,2022-08-06T09:40:32.198Z,2022-08-05T09:32:03.775Z,,Cook County,Apartment,2022-08-05T09:32:03.775Z,Inactive,2022-08-14T03:23:48.545Z,9,"5307-S-Hyde-Park-Blvd,-Apt-320,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 320,670,,
"5307 S Hyde Park Blvd, Apt 515, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1860,2022-08-06T09:40:32.189Z,2022-08-05T09:32:03.767Z,,Cook County,Apartment,2022-08-05T09:32:03.767Z,Inactive,2022-08-14T03:23:48.545Z,9,"5307-S-Hyde-Park-Blvd,-Apt-515,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 515,591,,
"5242 S Hyde Park Blvd, Apt 902, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1625,2022-08-06T09:40:32.189Z,2022-07-03T03:35:31.149Z,,Cook County,Apartment,2022-07-03T03:35:31.149Z,Inactive,2022-08-14T03:23:48.545Z,42,"5242-S-Hyde-Park-Blvd,-Apt-902,-Chicago,-IL-60615",41.799922,-87.584519,1,1,Apt 902,639,,
"5242 S Hyde Park Blvd, Apt 602, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1610,2022-08-06T09:39:47.563Z,2022-08-05T09:32:03.764Z,,Cook County,Apartment,2022-08-05T09:32:03.764Z,Inactive,2022-08-14T03:23:48.545Z,9,"5242-S-Hyde-Park-Blvd,-Apt-602,-Chicago,-IL-60615",41.799922,-87.584519,1,1,Apt 602,639,,
"5307 S Hyde Park Blvd, Apt 809, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1680,2022-08-06T09:39:47.563Z,2022-07-14T03:36:39.401Z,,Cook County,Apartment,2022-07-14T03:36:39.401Z,Inactive,2022-08-14T03:23:48.545Z,31,"5307-S-Hyde-Park-Blvd,-Apt-809,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 809,612,,
"5242 S Hyde Park Blvd, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1200,2022-08-06T09:31:24.742Z,2020-07-02T18:37:13.712Z,,Cook County,Single Family,2021-06-17T03:06:01.836Z,Inactive,2022-08-14T03:23:48.545Z,424,"5242-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.799922,-87.584519,1,0,,,,
"5242 S Hyde Park Blvd, Apt 913, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1565,2022-08-06T08:49:35.077Z,2022-07-28T02:44:42.998Z,,Cook County,Apartment,2022-07-28T02:44:42.998Z,Inactive,2022-08-14T03:23:48.545Z,18,"5242-S-Hyde-Park-Blvd,-Apt-913,-Chicago,-IL-60615",41.799922,-87.584519,1,1,Apt 913,629,,
"5300 5308 S Hyde Park Blvd, Chicago, IL 60615",5300 5308 S Hyde Park Blvd,Chicago,IL,60615,1850,2022-08-06T08:37:02.405Z,2020-06-26T18:48:24.880Z,,Cook County,Single Family,2021-06-17T03:23:37.117Z,Inactive,2022-08-14T03:23:48.545Z,424,"5300-5308-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.799339,-87.58447,1,2,,,,
"5307 S Hyde Park Blvd, Apt 1015, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,2000,2022-07-28T04:08:59.394Z,2022-07-28T04:02:07.690Z,,Cook County,Apartment,2022-07-28T04:02:07.690Z,Inactive,2022-08-12T04:48:49.902Z,16,"5307-S-Hyde-Park-Blvd,-Apt-1015,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 1015,591,,
"5242 S Hyde Park Blvd, Apt 705, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,1200,2022-07-28T04:08:52.268Z,2022-07-28T02:44:43.008Z,,Cook County,Apartment,2022-07-28T02:44:43.008Z,Inactive,2022-08-12T04:48:49.902Z,16,"5242-S-Hyde-Park-Blvd,-Apt-705,-Chicago,-IL-60615",41.799922,-87.584519,1,,Apt 705,336,,
"5242 S Hyde Park Blvd, Apt 511, Chicago, IL 60615",5242 S Hyde Park Blvd,Chicago,IL,60615,2250,2022-07-28T03:11:35.541Z,2022-07-10T03:19:01.940Z,,Cook County,Apartment,2022-07-10T03:19:01.940Z,Inactive,2022-08-12T04:45:53.571Z,34,"5242-S-Hyde-Park-Blvd,-Apt-511,-Chicago,-IL-60615",41.799922,-87.584519,2,2,Apt 511,1192,,
"5307 S Hyde Park Blvd, Apt 412, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1984,2022-07-27T03:37:10.471Z,2022-07-03T03:33:17.267Z,,Cook County,Apartment,2022-07-03T03:33:17.267Z,Inactive,2022-08-12T04:40:10.035Z,41,"5307-S-Hyde-Park-Blvd,-Apt-412,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 412,610,,
"5317 S Drexel Ave, Unit 1, Chicago, IL 60615",5317 S Drexel Ave,Chicago,IL,60615,3300,2022-11-16T03:45:03.784Z,2022-10-05T03:13:36.283Z,,Cook County,Townhouse,2022-09-29T15:21:39.000Z,Active,,48,"5317-S-Drexel-Ave,-Unit-1,-Chicago,-IL-60615",41.798794,-87.603557,3.5,3,Unit 1,1704,,
"5317 S Drexel Ave, Chicago, IL 60615",5317 S Drexel Ave,Chicago,IL,60615,3300,2022-11-16T03:44:35.331Z,2022-10-01T02:36:47.289Z,,Cook County,Townhouse,2022-09-30T18:49:22.000Z,Active,,47,"5317-S-Drexel-Ave,-Chicago,-IL-60615",41.798794,-87.603557,3.5,2,,1704,1992,
"5252 S Drexel Ave, Apt 2A, Chicago, IL 60615",5252 S Drexel Ave,Chicago,IL,60615,2050,2022-11-16T03:27:37.719Z,2022-10-29T01:16:56.011Z,,Cook County,Condo,2022-10-28T22:10:30.000Z,Active,,19,"5252-S-Drexel-Ave,-Apt-2A,-Chicago,-IL-60615",41.798867,-87.604263,2,3,Apt 2A,2000,,
"5220 S Drexel Ave, Apt 400, Chicago, IL 60615",5220 S Drexel Ave,Chicago,IL,60615,1350,2022-11-08T03:30:29.715Z,2022-04-09T02:43:07.779Z,,Cook County,Apartment,2022-10-24T08:56:27.000Z,Inactive,2022-11-15T03:49:34.653Z,22,"5220-S-Drexel-Ave,-Apt-400,-Chicago,-IL-60615",41.799716,-87.60455,1,1,Apt 400,550,,
"5220 S Drexel Ave, Apt 103, Chicago, IL 60615",5220 S Drexel Ave,Chicago,IL,60615,1240,2022-10-22T03:27:28.926Z,2022-10-11T01:03:32.016Z,,Cook County,Apartment,2022-10-12T09:19:33.000Z,Inactive,2022-10-29T03:44:38.672Z,17,"5220-S-Drexel-Ave,-Apt-103,-Chicago,-IL-60615",41.799716,-87.60455,1,1,Apt 103,,,
"5401-5409 S Cottage Grove Ave, Unit 807-1, Chicago, IL 60615",5401-5409 S Cottage Grove Ave,Chicago,IL,60615,1700,2022-10-06T02:41:57.413Z,2022-09-23T01:25:11.669Z,,Cook County,Apartment,2022-10-04T22:11:37.000Z,Inactive,2022-10-13T03:46:47.245Z,9,"5401-5409-S-Cottage-Grove-Ave,-Unit-807-1,-Chicago,-IL-60615",41.796643,-87.605859,1,2,Unit 807-1,,,
"5301-5307 S Maryland Ave, Unit 841-202, Chicago, IL 60615",5301-5307 S Maryland Ave,Chicago,IL,60615,1650,2022-10-06T00:30:40.072Z,2022-09-19T01:03:50.774Z,,Cook County,Apartment,2022-10-05T21:58:18.000Z,Inactive,2022-10-13T03:46:47.245Z,8,"5301-5307-S-Maryland-Ave,-Unit-841-202,-Chicago,-IL-60615",41.798338,-87.605,1,2,Unit 841-202,,,
"5359 S Cottage Grove Ave, Unit 1, Chicago, IL 60615",5359 S Cottage Grove Ave,Chicago,IL,60615,1650,2022-09-30T03:25:49.780Z,2022-09-19T03:06:59.365Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-07T03:42:46.980Z,29,"5359-S-Cottage-Grove-Ave,-Unit-1,-Chicago,-IL-60615",41.796968,-87.6061,1,2,Unit 1,,,
"5419 S Drexel Ave, Unit 3S, Chicago, IL 60615",5419 S Drexel Ave,Chicago,IL,60615,1650,2022-09-29T03:29:07.432Z,2019-11-07T10:06:43.716Z,,Cook County,Single Family,2022-08-14T02:24:48.000Z,Inactive,2022-10-06T03:41:34.806Z,54,"5419-S-Drexel-Ave,-Unit-3S,-Chicago,-IL-60615",41.797356,-87.603805,1,3,Unit 3S,1250,,
"5222 S Drexel Ave, Unit 281, Chicago, IL 60615",5222 S Drexel Ave,Chicago,IL,60615,1485,2022-09-28T01:03:31.759Z,2022-08-20T03:17:23.986Z,,Cook County,Apartment,2022-09-27T22:02:29.000Z,Inactive,2022-10-05T03:40:35.197Z,8,"5222-S-Drexel-Ave,-Unit-281,-Chicago,-IL-60615",41.799455,-87.604577,1,1,Unit 281,,,
"5355-5361 S Cottage Grv, Unit 808-2, Chicago, IL 60615",5355-5361 S Cottage Grv,Chicago,IL,60615,1795,2022-09-22T03:19:29.111Z,2022-09-10T02:53:44.851Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-09-29T03:30:27.500Z,21,"5355-5361-S-Cottage-Grv,-Unit-808-2,-Chicago,-IL-60615",41.797053,-87.605907,1,3,Unit 808-2,,,
"5222 S Drexel Ave, Unit 38GE, Chicago, IL 60615",5222 S Drexel Ave,Chicago,IL,60615,1750,2022-09-18T03:23:08.169Z,2022-09-18T03:23:08.169Z,,Cook County,Apartment,2022-07-28T21:10:47.000Z,Inactive,2022-09-25T03:29:40.196Z,59,"5222-S-Drexel-Ave,-Unit-38GE,-Chicago,-IL-60615",41.799455,-87.604577,1,2,Unit 38GE,,,
"5358 S Maryland Ave, Apt 2, Chicago, IL 60615",5358 S Maryland Ave,Chicago,IL,60615,2100,2022-09-12T01:12:07.148Z,2022-07-20T02:59:31.100Z,,Cook County,Apartment,2022-09-11T21:55:11.000Z,Inactive,2022-09-19T03:28:21.851Z,8,"5358-S-Maryland-Ave,-Apt-2,-Chicago,-IL-60615",41.796952,-87.605275,1,3,Apt 2,,,
"5402 S Maryland Ave, Unit 3, Chicago, IL 60615",5402 S Maryland Ave,Chicago,IL,60615,1995,2022-09-12T00:59:41.881Z,2022-07-19T02:10:28.110Z,,Cook County,Apartment,2022-09-11T21:55:11.000Z,Inactive,2022-09-19T03:28:21.851Z,8,"5402-S-Maryland-Ave,-Unit-3,-Chicago,-IL-60615",41.796675,-87.605254,1,4,Unit 3,,,
"5220 S Drexel Ave, Chicago, IL 60615",5220 S Drexel Ave,Chicago,IL,60615,1095,2022-09-08T03:25:43.387Z,2019-11-02T07:18:31.861Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5220-S-Drexel-Ave,-Chicago,-IL-60615",41.79971,-87.60461,1,1,,,1926,
"5300-5304 S Drexel Ave, Chicago, IL 60615",5300-5304 S Drexel Ave,Chicago,IL,60615,1375,2022-09-08T03:25:41.116Z,2019-11-02T07:15:42.664Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5300-5304-S-Drexel-Ave,-Chicago,-IL-60615",41.79838,-87.6043,1,1,,,1924,
